split,class,path,width,height,mode
training,Store,dataset\training\Store\image_0259.jpg,326,220,L
training,Store,dataset\training\Store\image_0260.jpg,297,220,L
training,Store,dataset\training\Store\image_0262.jpg,338,220,L
training,Store,dataset\training\Store\image_0263.jpg,293,220,L
training,Store,dataset\training\Store\image_0265.jpg,293,220,L
training,Store,dataset\training\Store\image_0267.jpg,284,220,L
training,Store,dataset\training\Store\image_0269.jpg,360,220,L
training,Store,dataset\training\Store\image_0270.jpg,284,220,L
training,Store,dataset\training\Store\image_0271.jpg,283,220,L
training,Store,dataset\training\Store\image_0272.jpg,220,283,L
training,Store,dataset\training\Store\image_0273.jpg,308,220,L
training,Store,dataset\training\Store\image_0274.jpg,233,220,L
training,Store,dataset\training\Store\image_0275.jpg,220,331,L
training,Store,dataset\training\Store\image_0280.jpg,308,220,L
training,Store,dataset\training\Store\image_0281.jpg,303,220,L
training,Store,dataset\training\Store\image_0283.jpg,338,220,L
training,Store,dataset\training\Store\image_0284.jpg,345,220,L
training,Store,dataset\training\Store\image_0285.jpg,293,220,L
training,Store,dataset\training\Store\image_0286.jpg,220,249,L
training,Store,dataset\training\Store\image_0287.jpg,330,220,L
training,Store,dataset\training\Store\image_0288.jpg,317,220,L
training,Store,dataset\training\Store\image_0289.jpg,220,245,L
training,Store,dataset\training\Store\image_0290.jpg,328,220,L
training,Store,dataset\training\Store\image_0291.jpg,349,220,L
training,Store,dataset\training\Store\image_0292.jpg,235,220,L
training,Store,dataset\training\Store\image_0293.jpg,331,220,L
training,Store,dataset\training\Store\image_0296.jpg,293,220,L
training,Store,dataset\training\Store\image_0297.jpg,293,220,L
training,Store,dataset\training\Store\image_0299.jpg,336,220,L
training,Store,dataset\training\Store\image_0300.jpg,235,220,L
training,Store,dataset\training\Store\image_0301.jpg,302,220,L
training,Store,dataset\training\Store\image_0302.jpg,293,220,L
training,Store,dataset\training\Store\image_0303.jpg,330,220,L
training,Store,dataset\training\Store\image_0304.jpg,296,220,L
training,Store,dataset\training\Store\image_0305.jpg,297,220,L
training,Store,dataset\training\Store\image_0306.jpg,307,220,L
training,Store,dataset\training\Store\image_0307.jpg,320,220,L
training,Store,dataset\training\Store\image_0308.jpg,293,220,L
training,Store,dataset\training\Store\image_0309.jpg,413,220,L
training,Store,dataset\training\Store\image_0311.jpg,341,220,L
training,Store,dataset\training\Store\image_0312.jpg,330,220,L
training,Store,dataset\training\Store\image_0313.jpg,293,220,L
training,Street,dataset\training\Street\image_0006.jpg,256,256,L
training,Street,dataset\training\Street\image_0007.jpg,256,256,L
training,Street,dataset\training\Street\image_0008.jpg,256,256,L
training,Street,dataset\training\Street\image_0010.jpg,256,256,L
training,Street,dataset\training\Street\image_0012.jpg,256,256,L
training,Street,dataset\training\Street\image_0013.jpg,256,256,L
training,Street,dataset\training\Street\image_0014.jpg,256,256,L
training,Street,dataset\training\Street\image_0016.jpg,256,256,L
training,Street,dataset\training\Street\image_0017.jpg,256,256,L
training,Street,dataset\training\Street\image_0018.jpg,256,256,L
training,Street,dataset\training\Street\image_0020.jpg,256,256,L
training,Street,dataset\training\Street\image_0021.jpg,256,256,L
training,Street,dataset\training\Street\image_0022.jpg,256,256,L
training,Street,dataset\training\Street\image_0024.jpg,256,256,L
training,Street,dataset\training\Street\image_0025.jpg,256,256,L
training,Street,dataset\training\Street\image_0026.jpg,256,256,L
training,Street,dataset\training\Street\image_0027.jpg,256,256,L
training,Street,dataset\training\Street\image_0030.jpg,256,256,L
training,Street,dataset\training\Street\image_0032.jpg,256,256,L
training,Street,dataset\training\Street\image_0034.jpg,256,256,L
training,Street,dataset\training\Street\image_0036.jpg,256,256,L
training,Street,dataset\training\Street\image_0038.jpg,256,256,L
training,Street,dataset\training\Street\image_0041.jpg,256,256,L
training,Street,dataset\training\Street\image_0042.jpg,256,256,L
training,Street,dataset\training\Street\image_0044.jpg,256,256,L
training,Street,dataset\training\Street\image_0045.jpg,256,256,L
training,Street,dataset\training\Street\image_0046.jpg,256,256,L
training,Street,dataset\training\Street\image_0047.jpg,256,256,L
training,Street,dataset\training\Street\image_0048.jpg,256,256,L
training,Street,dataset\training\Street\image_0049.jpg,256,256,L
training,Street,dataset\training\Street\image_0050.jpg,256,256,L
training,Street,dataset\training\Street\image_0051.jpg,256,256,L
training,Street,dataset\training\Street\image_0052.jpg,256,256,L
training,Street,dataset\training\Street\image_0053.jpg,256,256,L
training,Street,dataset\training\Street\image_0054.jpg,256,256,L
training,Street,dataset\training\Street\image_0055.jpg,256,256,L
training,Street,dataset\training\Street\image_0056.jpg,256,256,L
training,Street,dataset\training\Street\image_0057.jpg,256,256,L
training,Street,dataset\training\Street\image_0061.jpg,256,256,L
training,Street,dataset\training\Street\image_0062.jpg,256,256,L
training,Street,dataset\training\Street\image_0064.jpg,256,256,L
training,Street,dataset\training\Street\image_0066.jpg,256,256,L
training,Street,dataset\training\Street\image_0068.jpg,256,256,L
training,Street,dataset\training\Street\image_0069.jpg,256,256,L
training,Street,dataset\training\Street\image_0070.jpg,256,256,L
training,Street,dataset\training\Street\image_0073.jpg,256,256,L
training,Street,dataset\training\Street\image_0074.jpg,256,256,L
training,Street,dataset\training\Street\image_0076.jpg,256,256,L
training,Street,dataset\training\Street\image_0077.jpg,256,256,L
training,Street,dataset\training\Street\image_0078.jpg,256,256,L
training,Street,dataset\training\Street\image_0079.jpg,256,256,L
training,Street,dataset\training\Street\image_0080.jpg,256,256,L
training,Street,dataset\training\Street\image_0082.jpg,256,256,L
training,Street,dataset\training\Street\image_0083.jpg,256,256,L
training,Street,dataset\training\Street\image_0084.jpg,256,256,L
training,Street,dataset\training\Street\image_0085.jpg,256,256,L
training,Street,dataset\training\Street\image_0086.jpg,256,256,L
training,Street,dataset\training\Street\image_0087.jpg,256,256,L
training,Street,dataset\training\Street\image_0088.jpg,256,256,L
training,Street,dataset\training\Street\image_0089.jpg,256,256,L
training,Street,dataset\training\Street\image_0090.jpg,256,256,L
training,Street,dataset\training\Street\image_0091.jpg,256,256,L
training,Street,dataset\training\Street\image_0094.jpg,256,256,L
training,Street,dataset\training\Street\image_0100.jpg,256,256,L
training,Street,dataset\training\Street\image_0101.jpg,256,256,L
training,Street,dataset\training\Street\image_0102.jpg,256,256,L
training,Street,dataset\training\Street\image_0105.jpg,256,256,L
training,Street,dataset\training\Street\image_0106.jpg,256,256,L
training,Street,dataset\training\Street\image_0108.jpg,256,256,L
training,Street,dataset\training\Street\image_0109.jpg,256,256,L
training,Street,dataset\training\Street\image_0111.jpg,256,256,L
training,Street,dataset\training\Street\image_0112.jpg,256,256,L
training,Street,dataset\training\Street\image_0113.jpg,256,256,L
training,Street,dataset\training\Street\image_0118.jpg,256,256,L
training,Street,dataset\training\Street\image_0119.jpg,256,256,L
training,Street,dataset\training\Street\image_0121.jpg,256,256,L
training,Street,dataset\training\Street\image_0122.jpg,256,256,L
training,Street,dataset\training\Street\image_0124.jpg,256,256,L
training,Street,dataset\training\Street\image_0125.jpg,256,256,L
training,Street,dataset\training\Street\image_0126.jpg,256,256,L
training,Street,dataset\training\Street\image_0127.jpg,256,256,L
training,Street,dataset\training\Street\image_0128.jpg,256,256,L
training,Street,dataset\training\Street\image_0129.jpg,256,256,L
training,Street,dataset\training\Street\image_0131.jpg,256,256,L
training,Street,dataset\training\Street\image_0132.jpg,256,256,L
training,Street,dataset\training\Street\image_0133.jpg,256,256,L
training,Street,dataset\training\Street\image_0134.jpg,256,256,L
training,Street,dataset\training\Street\image_0135.jpg,256,256,L
training,Street,dataset\training\Street\image_0136.jpg,256,256,L
training,Street,dataset\training\Street\image_0137.jpg,256,256,L
training,Street,dataset\training\Street\image_0138.jpg,256,256,L
training,Street,dataset\training\Street\image_0140.jpg,256,256,L
training,Street,dataset\training\Street\image_0141.jpg,256,256,L
training,Street,dataset\training\Street\image_0142.jpg,256,256,L
training,Street,dataset\training\Street\image_0143.jpg,256,256,L
training,Street,dataset\training\Street\image_0144.jpg,256,256,L
training,Street,dataset\training\Street\image_0145.jpg,256,256,L
training,Street,dataset\training\Street\image_0146.jpg,256,256,L
training,Street,dataset\training\Street\image_0147.jpg,256,256,L
training,Street,dataset\training\Street\image_0149.jpg,256,256,L
training,Street,dataset\training\Street\image_0150.jpg,256,256,L
training,Street,dataset\training\Street\image_0151.jpg,256,256,L
training,Street,dataset\training\Street\image_0154.jpg,256,256,L
training,Street,dataset\training\Street\image_0156.jpg,256,256,L
training,Street,dataset\training\Street\image_0157.jpg,256,256,L
training,Street,dataset\training\Street\image_0161.jpg,256,256,L
training,Street,dataset\training\Street\image_0162.jpg,256,256,L
training,Street,dataset\training\Street\image_0163.jpg,256,256,L
training,Street,dataset\training\Street\image_0165.jpg,256,256,L
training,Street,dataset\training\Street\image_0168.jpg,256,256,L
training,Street,dataset\training\Street\image_0169.jpg,256,256,L
training,Street,dataset\training\Street\image_0170.jpg,256,256,L
training,Street,dataset\training\Street\image_0171.jpg,256,256,L
training,Street,dataset\training\Street\image_0172.jpg,256,256,L
training,Street,dataset\training\Street\image_0174.jpg,256,256,L
training,Street,dataset\training\Street\image_0175.jpg,256,256,L
training,Street,dataset\training\Street\image_0176.jpg,256,256,L
training,Street,dataset\training\Street\image_0177.jpg,256,256,L
training,Street,dataset\training\Street\image_0178.jpg,256,256,L
training,Street,dataset\training\Street\image_0179.jpg,256,256,L
training,Street,dataset\training\Street\image_0180.jpg,256,256,L
training,Street,dataset\training\Street\image_0181.jpg,256,256,L
training,Street,dataset\training\Street\image_0182.jpg,256,256,L
training,Street,dataset\training\Street\image_0184.jpg,256,256,L
training,Street,dataset\training\Street\image_0185.jpg,256,256,L
training,Street,dataset\training\Street\image_0186.jpg,256,256,L
training,Street,dataset\training\Street\image_0187.jpg,256,256,L
training,Street,dataset\training\Street\image_0189.jpg,256,256,L
training,Street,dataset\training\Street\image_0190.jpg,256,256,L
training,Street,dataset\training\Street\image_0191.jpg,256,256,L
training,Street,dataset\training\Street\image_0192.jpg,256,256,L
training,Street,dataset\training\Street\image_0193.jpg,256,256,L
training,Street,dataset\training\Street\image_0194.jpg,256,256,L
training,Street,dataset\training\Street\image_0196.jpg,256,256,L
training,Street,dataset\training\Street\image_0198.jpg,256,256,L
training,Street,dataset\training\Street\image_0199.jpg,256,256,L
training,Street,dataset\training\Street\image_0201.jpg,256,256,L
training,Street,dataset\training\Street\image_0203.jpg,256,256,L
training,Street,dataset\training\Street\image_0210.jpg,256,256,L
training,Street,dataset\training\Street\image_0211.jpg,256,256,L
training,Street,dataset\training\Street\image_0213.jpg,256,256,L
training,Street,dataset\training\Street\image_0215.jpg,256,256,L
training,Street,dataset\training\Street\image_0220.jpg,256,256,L
training,Street,dataset\training\Street\image_0221.jpg,256,256,L
training,Street,dataset\training\Street\image_0222.jpg,256,256,L
training,Street,dataset\training\Street\image_0224.jpg,256,256,L
training,Street,dataset\training\Street\image_0226.jpg,256,256,L
training,Street,dataset\training\Street\image_0227.jpg,256,256,L
training,Street,dataset\training\Street\image_0230.jpg,256,256,L
training,Street,dataset\training\Street\image_0231.jpg,256,256,L
training,Street,dataset\training\Street\image_0232.jpg,256,256,L
training,Street,dataset\training\Street\image_0233.jpg,256,256,L
training,Street,dataset\training\Street\image_0234.jpg,256,256,L
training,Street,dataset\training\Street\image_0235.jpg,256,256,L
training,Street,dataset\training\Street\image_0238.jpg,256,256,L
training,Street,dataset\training\Street\image_0240.jpg,256,256,L
training,Street,dataset\training\Street\image_0241.jpg,256,256,L
training,Street,dataset\training\Street\image_0243.jpg,256,256,L
training,Street,dataset\training\Street\image_0244.jpg,256,256,L
training,Street,dataset\training\Street\image_0245.jpg,256,256,L
training,Street,dataset\training\Street\image_0246.jpg,256,256,L
training,Street,dataset\training\Street\image_0247.jpg,256,256,L
training,Street,dataset\training\Street\image_0248.jpg,256,256,L
training,Street,dataset\training\Street\image_0249.jpg,256,256,L
training,Street,dataset\training\Street\image_0250.jpg,256,256,L
training,Street,dataset\training\Street\image_0251.jpg,256,256,L
training,Street,dataset\training\Street\image_0254.jpg,256,256,L
training,Street,dataset\training\Street\image_0256.jpg,256,256,L
training,Street,dataset\training\Street\image_0258.jpg,256,256,L
training,Street,dataset\training\Street\image_0260.jpg,256,256,L
training,Street,dataset\training\Street\image_0262.jpg,256,256,L
training,Street,dataset\training\Street\image_0264.jpg,256,256,L
training,Street,dataset\training\Street\image_0266.jpg,256,256,L
training,Street,dataset\training\Street\image_0268.jpg,256,256,L
training,Street,dataset\training\Street\image_0269.jpg,256,256,L
training,Street,dataset\training\Street\image_0272.jpg,256,256,L
training,Street,dataset\training\Street\image_0273.jpg,256,256,L
training,Street,dataset\training\Street\image_0274.jpg,256,256,L
training,Street,dataset\training\Street\image_0277.jpg,256,256,L
training,Street,dataset\training\Street\image_0278.jpg,256,256,L
training,Street,dataset\training\Street\image_0279.jpg,256,256,L
training,Street,dataset\training\Street\image_0281.jpg,256,256,L
training,Street,dataset\training\Street\image_0282.jpg,256,256,L
training,Street,dataset\training\Street\image_0283.jpg,256,256,L
training,Street,dataset\training\Street\image_0284.jpg,256,256,L
training,Street,dataset\training\Street\image_0285.jpg,256,256,L
training,Street,dataset\training\Street\image_0286.jpg,256,256,L
training,Street,dataset\training\Street\image_0287.jpg,256,256,L
training,Street,dataset\training\Street\image_0288.jpg,256,256,L
training,Street,dataset\training\Street\image_0289.jpg,256,256,L
training,Street,dataset\training\Street\image_0291.jpg,256,256,L
training,Street,dataset\training\Street\image_0292.jpg,256,256,L
training,Suburb,dataset\training\Suburb\image_0001.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0003.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0004.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0005.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0008.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0009.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0011.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0012.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0013.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0014.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0015.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0018.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0020.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0021.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0022.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0023.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0024.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0025.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0026.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0028.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0031.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0032.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0033.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0034.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0036.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0037.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0040.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0041.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0042.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0043.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0045.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0046.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0050.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0053.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0057.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0059.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0061.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0062.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0065.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0067.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0068.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0069.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0070.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0071.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0074.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0075.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0077.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0079.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0081.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0082.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0083.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0084.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0088.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0094.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0098.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0101.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0102.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0103.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0107.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0108.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0111.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0116.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0117.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0118.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0119.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0120.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0122.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0123.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0125.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0127.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0128.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0132.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0134.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0137.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0138.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0139.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0140.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0143.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0146.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0147.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0148.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0149.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0152.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0153.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0154.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0155.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0156.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0160.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0161.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0162.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0164.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0166.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0167.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0168.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0171.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0172.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0173.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0174.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0175.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0176.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0177.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0178.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0179.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0180.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0181.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0182.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0183.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0185.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0186.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0187.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0188.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0189.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0193.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0194.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0195.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0196.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0198.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0199.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0200.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0202.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0203.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0205.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0210.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0212.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0213.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0214.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0215.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0219.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0220.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0222.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0223.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0225.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0226.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0227.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0228.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0229.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0233.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0234.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0236.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0239.jpg,330,220,L
training,Suburb,dataset\training\Suburb\image_0241.jpg,330,220,L
training,Tall building,dataset\training\Tall building\image_0001.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0002.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0003.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0004.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0005.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0006.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0007.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0008.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0009.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0013.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0015.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0016.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0017.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0018.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0019.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0021.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0022.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0023.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0024.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0025.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0026.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0027.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0028.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0029.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0030.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0031.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0032.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0035.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0036.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0037.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0038.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0039.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0040.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0042.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0043.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0044.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0045.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0046.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0047.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0048.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0051.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0053.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0054.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0055.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0056.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0057.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0058.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0059.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0061.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0062.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0064.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0065.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0067.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0070.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0072.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0075.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0077.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0078.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0079.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0080.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0081.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0082.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0083.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0084.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0085.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0087.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0088.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0091.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0092.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0094.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0095.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0096.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0097.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0098.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0099.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0100.jpg,256,256,L
training,Tall building,dataset\training\Tall building\image_0101.jpg,256,256,L
